编号,标签,时间,内容
34345766,"自由小窗,小米11,MIUI系统",2022-01-07 17:56:40,"22.1月起稳定版_游戏中开启小窗后自动弹回桌面
操作步骤
打开游戏后，在看小窗口，就会弹到桌面
预期结果
希望尽快修复小窗口bag
实际结果
游戏界面开启小窗口会弹出桌面"
34194053,"屏幕录制,小米11,MIUI系统",2022-01-07 16:42:41,"22.1月起 稳定版 屏幕录制失败
操作步骤
为什么小米11屏幕录制失败呢"
34187713,"小米11,自由小窗,MIUI系统",2022-01-07 13:07:56,"小米11-稳定版-12.5.15-小窗应用输入法无法弹出
操作步骤
不管什么APP游戏模式开了就不能通过小窗打字来回复信息，输入法不会跳出来
预期结果
游戏模式下小窗口输入法会弹出并且可以打字
实际结果
游戏模式下小窗口输入法不会弹出"
34137437,"开发版内测,网络信号,MIUI系统,小米11",2022-01-07 11:00:10,"MIUI13 22.1月起 小米11 开发版 WIFI无法自动连接
操作步骤
WiFi无法自动连接
WiFi无法自动连接
WiFi无法自动连接"
34329321,"小米11,开发版内测,MIUI系统,手机蓝牙,小米蓝牙耳机",2022-01-07 10:58:05,"MIUI13-22.1月起-小米11开发版-连接蓝牙耳机没有声音
操作步骤
蓝牙耳机连接手机后，打开app放音乐或者视频没有声音，唯独迅雷放视频正常。
只有在打开屏幕录制的时候，其他app播放声音才会正常
预期结果
请排查一下问题出在哪里
实际结果
蓝牙耳机连接手机后，打开app放音乐或者视频没有声音，唯独迅雷放视频正常。
只有在打开屏幕录制的时候，其他app播放声音才会正常"
33466525,"小米11,MIUI系统,相册",2022-01-07 10:52:59,MIUI13-小米11稳定版13.0.4-相册图片放大变黑
34180073,"小米11,MIUI系统,三方应用圈",2022-01-07 10:38:52,"MIUI13-小米11稳定版13.0.4-微信视频通话发热严重
操作步骤
我的小米11微信开视频通话，开了一会手机就烫的不行了，是怎么回事？"
34327761,"小米11, 锁屏,通知栏,MIUI系统",2022-01-07 10:36:31,"MIUI13-小米11稳定版13.0.4-锁屏消息不消失
操作步骤
换了个主题还是不行呀，锁屏会固定住第一条信息，消不掉，怎么解决。我也不能天天重启呀！"
34124112,"开发版内测,小米10青春版,三方应用圈,开发版公测,MIUI系统,Redmi K30/Pro,Redmi K40/Pro,游戏中心,小米11 Ultra,系统动画,小米11 Pro,稳定版内测,小米12 Pro,小米10S,小米12,K30S至尊纪念版, 备份,小米社区,游戏加速,位置信息,耗电,快捷回复,小米商城,Redmi K40游戏增强版,小米10至尊纪念版,小米11,桌面内容中心,游戏站,声音和振动,桌面,小米MIX 4,应用包管理组件,应用商店,快应用,小米10/10Pro,屏幕显示,设置",2022-01-07 01:16:28,"MIUI13-22.1月起-光遇闪退
操作步骤
当打开声音助手的多应用媒体音控制时光遇闪退，关闭时可以正常进入
预期结果
打开游戏可以成功进入游戏
实际结果
进入游戏时游戏无限闪退"
34117852,"小米11,开发版内测,MIUI系统,三方应用圈,网络信号",2022-01-06 23:15:58,"MIUI13-22.1月起 小米11开发版 日常使用过程中卡死，自动重启，自动关机
操作步骤
在应用内点击链接或者退出的时候经常死机
预期结果
点击进去或退出的时候不死机
实际结果
偶尔在退出进去会死机"
34635554,"稳定版内测,桌面,小米11,MIUI系统",2022-01-06 23:12:26,"MIUI13小米11稳定版13.0.4应用界面下触碰底部直接返回桌面
操作步骤
在APP里触碰倒屏幕底部
预期结果
应该无操作效果，或APP的界面操作
实际结果
会触发返回桌面的操作"
34160673,"开发版内测,小米11,开发版公测,MIUI系统,设置",2022-01-06 22:20:26,"MIUI13 22年1月初 小米11 开发版 自动重启
操作步骤
刷学习强国，卡死后自动重启
预期结果
刷学习强国，流畅快速不卡顿，不重启
实际结果
刷学习强国，卡死后自动重启"
34632174,"小米11,开发版内测,MIUI系统",2022-01-06 21:14:37,"MIUI13-截止1月9号小米11开发版-电量显示不准/跳电
操作步骤
充电之前30%多的电，一连接插头瞬间只剩9%
预期结果
预期结果图片发送成功
实际结果
语气结果图片发送成功"
34630839,"小米11,开发版内测,MIUI系统,有线充电",2022-01-06 21:06:00,"MIUI13-截止1.9小米11开发版-55w有线充电无法充满
操作步骤
我充电充了五六分钟，一直卡在86，我拔下重新插入时显示已经87了，手机显示完了，没变
预期结果
希望尽快解决这个bug，很困扰
实际结果
充电出现bug，手机显示电量不变
补充说明
充半天一动不动，希望官方尽快解决bug"
34630299,"小米11,开发版内测,网络信号,MIUI系统",2022-01-06 20:52:51,"MIUI13-截止1.9 小米11开发版 数据断流
操作步骤
这个版本一会儿一断网"
34112962,"小米11,网络信号,开发版内测,MIUI系统",2022-01-06 20:48:09,"MIUI13-截止1.9 小米11开发版 无服务信号差
操作步骤
更新后自动关机，开机后无信号"
34302371,"小米11,开发版内测,MIUI系统,有线充电",2022-01-06 20:43:27,"MIUI13-截止1.9 小米11开发版 55w有线充电断断续续
操作步骤
连接充电器，充电断断续续！！
预期结果
这个什么预期结果是什么意思？
实际结果
这个什么实际结果是什么意思？？"
34156578,"小米11,开发版内测,屏幕触控,MIUI系统,有线充电",2022-01-06 20:34:20,"MIUI13-22.1月小米11开发版-充电时屏幕触控失灵
操作步骤
快充时手机断触，重启后改善
预期结果
希望解决断触问题，早日改善
实际结果
只有重启后才会解决断触问题"
34621404,"开发版内测,文件管理,小米11",2022-01-06 18:25:17,"MIUI13 22.1月起 文件管理无法解压284日志
操作步骤
从MIUI13开始，bug报告解压不了，会卡在32%然后解压失败，复现率100%
预期结果
可以解压，并且速度快点
实际结果
解压失败，无法成功，卡在32%"
34621184,"屏幕录制,MIUI系统,小米12 Pro,小米11 Ultra,开发版内测,小米11",2022-01-06 18:16:50,"屏幕录制异常卡顿日常使用卡顿
操作步骤
开了录制视频以后，刷QQ，抖音，等应用操作有明显卡顿的感觉，特别是游戏横屏返回桌面的时候严重掉帧（那个游戏录制视频开启以后也会让游戏掉帧波动大）
预期结果
录制视频不卡顿，不掉帧那么严重
实际结果
录制视频有明显掉帧的感觉
补充说明
开发版内侧MIUI13.22.1.4"
34104572,"自由小窗,小米11,稳定版内测,MIUI系统, 小米手机",2022-01-06 18:13:50,"MIUI13_22.1月起稳定版_微信通知浮窗打开小窗后无法打字语音等操作/无法正常使用
操作步骤
微信来消息打开小窗后，无法打字，后退，小窗里一切操作都不行
预期结果
正常使用小窗回复消息
实际结果
无法操作，无法回复消息，后退"
34613734,"小米11,MIUI系统,有线充电",2022-01-06 15:36:40,"MIUI13-小米11稳定版 13.0.4 55W有线充电慢
操作步骤
更了miui13后充电速度怎么变慢了这么多只有10w"
34613944,"MIUI系统,状态栏,小米10/10Pro,小米11,Redmi K40/Pro",2022-01-06 15:30:08,"22.1月起 稳定版 状态栏 部分应用图标显示白块/黑块/方块
操作步骤
想问一下，状态栏不显示logo 只显示一团黑，怎么调整"
34095657,"MIUI系统, 锁屏,小米11",2022-01-06 13:58:20,"小米11稳定版 12.5.15 锁屏输入正确解锁密码提示密码错误，重启后恢复正常
操作步骤
有事候锁屏之后，解锁密码输入正确，但是显示错误，需要重新开机才能解锁
预期结果
希望这种事情不要再发生了，是经常，我的密码明明输入正确，就是显示密码错误
实际结果
输入正确的密码，显示密码错误"
33424325,"自由小窗,小米11,稳定版内测,MIUI系统,Redmi K20/Pro,位置信息",2022-01-06 12:10:07,"MIUI13_22.1月起稳定版_竖屏中开启横屏游戏小窗后显示异常/显示一半
操作步骤
控制中心点击小窗然后显示就出问题，多次尝试结果一样
预期结果
处理bug，小窗显示恢复正常
实际结果
小窗显示出现bug，显示界面只有一般，而且手势无法使用，无法通过拉框架恢复正常大小"
34132968,"小米11,MIUI系统,位置信息",2022-01-06 10:59:07,"小米11 稳定版12.5.16 无故关机重启
操作步骤
小米11不断重启，有同样问题的米粉朋友吗"
34590824,"小米11,开发版公测,MIUI系统",2022-01-06 07:53:28,"MIUI13 小米11稳定版13.0.4 扬声器异响/杂音
操作步骤
扬声器播放声音时会异响一下"
34124228,"小米11,MIUI系统,稳定版内测",2022-01-06 07:45:37,"MIUI13 小米11稳定版13.0.4 日常使用发热严重
操作步骤
锁帧锁帧，发热发热。拉几拉几。
就屏幕害看的过去"
34078357,"小米11,有线充电",2022-01-06 07:40:12,"小米11稳定版12.5.15  55W有线充电异常/无法充电
操作步骤
两个小米手机，两个原装插头，都无法充电。重启后能正常充电，过后又需重启才能再充电
预期结果
能正常充电不重启！！！
实际结果
不重启就不能充电！！！"
34121033,"开发版内测,声音和振动,Redmi K40/Pro,主题壁纸,小米12,MIUI系统,电话,音频,小米11,Xiaomi Civi,小米11 Ultra,小米10S,开发版公测,小米12 Pro,Redmi K40游戏增强版,K30S至尊纪念版,小米11 Pro,小米12X",2022-01-06 03:28:08,"MIUI13 22.1月起 自定义铃声失效,依旧是默认铃声/无法设置铃声
操作步骤
用户导入手机的铃声可以设置，但来电响铃还是小米默认铃声
预期结果
可以设置了自定义铃声
实际结果
但响铃还是小米默认的铃声"
34121318,"开发版内测,三方应用圈,稳定版内测,Redmi K40/Pro,位置信息,音频,MIUI系统,系统动画,小米12,桌面,开发版公测,小米12 Pro,小米11,Redmi Note 11/Pro,Redmi K40游戏增强版,Redmi K30/Pro,小米10S,屏幕触控,小米社区,小米11 Ultra,小米10/10Pro,屏幕显示,K30S至尊纪念版,小米MIX 4, 锁屏,通知栏,Redmi10X/10XPro,K30至尊纪念版,Redmi Note 10/10 Pro,应用包管理组件,讯飞输入法（小米版）,小米10至尊纪念版,小米11 Pro",2022-01-06 03:20:59,"MIUI13 22.1月起 微信卡顿/掉帧严重
操作步骤
掉帧 掉帧 而且有时 发语音 发出去没声音 再次发送 又有声音
预期结果
稳定版 12.5.20 没遇见这问题
实际结果
有时不卡 有时卡起来 特别是后台 有APP挂着 卡顿很明显"
33410185,"开发版内测,小米11,手机蓝牙",2022-01-06 01:43:04,"MIUI13 22.1月起 小米11 开发版 蓝牙耳机声音小
操作步骤
连接蓝牙耳机就会，我两个耳机都出现这个情况
预期结果
媒体声音，微信语音，抖音短视频声音正常
实际结果
声音很小，几乎听不见…"
33408545,"MIUI系统,小米11,稳定版内测,有线充电",2022-01-06 00:56:31,"MIUI13 小米11 稳定版 13.0.4 55W有线充电过程中越充越少
操作步骤
11点开始充电，全程没用手机充了一个小时一看才到79%，插着原装充电器刷了会页面，电量还越来越低降到77%，把手机重启后才恢复正常充电，然后看了下电池状态，充一会就开始自己掉电。
预期结果
恢复正常充电状态，原装充电器充不进去电
实际结果
充不进去电，充一会电还越来越少"
34256591,"开发版内测,小米11,三方应用圈",2022-01-06 00:17:11,"MIUI13-22.1月起-开发版-交银基金闪退
操作步骤
点击交银基金app图标
预期结果
打开交银基金app，正常使用
实际结果
直接闪退，复现100%
补充说明
能不能反馈下通知交银尽快适配安卓12"
34066137,"自由小窗,小米11,开发版内测,MIUI系统",2022-01-05 22:34:27,"MIUI13_22.1月起开发版_部分应用无法正常启动小窗
操作步骤
1.除了微信其他APP都启动不了自由小窗
2.新消息没有显示可打开小窗提示
3.微信打开小窗异常。
预期结果
自由小窗使用不了，异常
实际结果
自由小窗启用不了，更新恢复正常
补充说明
MIUI研发组尽快反馈我，尽快修复这个功能。好影响使用体验。"
34065462,"自由小窗,小米11,开发版内测,MIUI系统",2022-01-05 22:19:09,"MIUI13_22.1月起开发版_开启微信小窗后点击不了/点击失效/导致显示异常
操作步骤
我想要试试双指能不能扩大一点小窗，结果导致什么都点击不了，什么都加载不出来了 可以左右滑动但是点击失效
预期结果
想双指扩大一点小窗 希望得到关注
实际结果
但是失败了 还导致什么都点击不了"
34245576,"小米11,MIUI系统,稳定版内测",2022-01-05 20:18:59,"MIUI13 小米11 稳定版 13.0.4 应用无故闪退
操作步骤
完了，更新了光遇不给我玩了"
34239346,"开发版内测,小米11,手机蓝牙,开发版公测",2022-01-05 18:43:29,"MIUI13 22.1月起 小米11 开发版 蓝牙耳机无声
操作步骤
更新了最新版本，出现蓝牙耳机无声，确定耳机没有问题
预期结果
最新版本应该是出现了bug导致耳机无声音
实际结果
最新内测版的蓝牙耳机出现问题"
34100433,"小米11,开发版内测,网络信号,MIUI系统",2022-01-05 18:10:47,"MIUI13-截止1.9日-小米11开发版-数据断流严重
操作步骤
小米11断流非常严重"
34561249,"三方应用圈,小米11",2022-01-05 17:33:14,"MIUI13 开发版 淘宝闪退
操作步骤
进入淘宝之后出现卡顿，一两秒之后就闪退
预期结果
进入软件可以使用软件
实际结果
进入软件使用软件失败"
34236396,"小米11,MIUI系统,MIUI+（跨屏协作）",2022-01-05 17:17:48,"小米11 稳定版 12.5.15 无故自动关机
操作步骤
手机突然关机是怎么回事？"
34096018,"小米11,MIUI系统,开发版内测,开发版公测,三方应用圈,屏幕显示,系统动画",2022-01-05 15:59:08,"MIUI13 22.1月起 小米11 开发版 无故黑屏
操作步骤
最近手机开始有bug出现了，总是自动黑屏"
34047787,"小米11,MIUI系统,三方应用圈,开发版内测,游戏加速,有线充电",2022-01-05 15:21:51,"MIUI13 22.1月起 小米11 开发版 游戏场景掉帧严重/卡顿
操作步骤
这是什么回事？"
34556184,"小米11,MIUI系统,服务与反馈APP",2022-01-05 15:14:32,"MIUI13-小米11开发版-无辜重启/无限重启
操作步骤
突然无限重启。只能按home➕音量键才可能强制重启
预期结果
突然无限重启。只能按home➕音量键才可能强制重启
实际结果
强制重启才成功。软件闪退
补充说明
屏幕跳帧。然后5分钟后才能启动。软件闪退"
34047332,"小米11,声音和振动,MIUI系统",2022-01-05 15:10:55,"小米11-稳定版-12.5.16-微信/QQ通话声音卡顿
操作步骤
微信qq等语音录入卡顿，但录音通话带耳机没问题"
34092943,"截屏,小米11,MIUI系统,稳定版内测,位置信息,开发版内测",2022-01-05 14:33:05,"22.1起-稳定版截长屏无法使用
操作步骤
截长图怎么用不了了"
34231821,"开发版公测,相机,MIUI系统,开发版内测,小米11",2022-01-05 14:28:15,"MIUI13 22.1起 小米11开发版 相机对焦困难
操作步骤
每次锁屏解锁后第一次进入相机都会对不上焦，包括微信也是
预期结果
希望可以打开相机就能对焦
实际结果
解锁第一次打开相机无法对焦"
